AuthorityName,Region,Sector,authority_id,FOISA requests,FOISA closed - unclear,FOISA closed - withdrawn,FOISA fees notice,FOISA - fees paid,FOISA response on time,FOISA response late,FOISA - faliure to respond,FOISA refused - cost,FOISA - vexatious,FOISA - repeated,FOISA - full release,FOISA - none released,FOISA - some released,FOISA - none held ,FOISA - no confirm/deny,EIR requests,EIR closed - unclear ,EIR closed - withdrawn,EIRs fees notice,EIRs - fees paid,EIRs response on time,EIRs response late,EIRs - failure to respond,EIR timescale extended,EIRs refused - cost,EIRs - manifestly unreasonable,EIRs - full release,EIRs - none released ,EIRs - some released,EIRs - none held,EIRs - no confirm/deny,Subject Access Requests,FOISA reviews ,FOISA review - on time,FOISA review - late response,FOISA review - failure to respond,FOISA review - wholly/partially upheld,FOISA review - substituted decision,FOISA review - decision reached ,EIRs reviews,EIRs review - on time,EIRs review - late response ,EIRs review - failure to respond,EIR review - upheld,EIR review - not upheld,Otherwise accessible,Publication Scheme ,Disclosure prohibited: enactment ,Disclosure prohibited: EU obligation,Disclosure prohibited: Contempt of Court,Future publication: 12 weeks,Future publication: programme of research,Substantial prejudice to UK relations ,Formulation/development of government policy,Ministerial communications,Advice by Law Officers,Operation of Ministerial private office,Substantial prejudice to collective responsibility of Scottish Ministers,Substantial inhibition to free and frank provision of advice,Substantial inhibition to free and frank exchange of views,Substantial prejudice to effective conduct of public affairs,National security,Substantial prejudice to defence ,Substantial prejudice to international relations,Confidential information obtained from abroad,Trade secret,Substantial prejudice to commercial interests,Substantial prejudice to the economic interests of the UK,Substantial prejudice to the financial interests of a UK administration,Information held for the purposes of a criminal investigation,Information held for ongoing Fatal Accident Inquiry,Information held regarding cause of death,Information relating to the obtaining of information from confidential sources,Information held for purposes of civil proceedings arising out of investigations,Substantial prejudice to prevention or detection of crime,Substantial prejudice to apprehension or prosecution of offenders,Substantial prejudice to administration of justice,Substantial prejudice to assessment or collection of tax or duty,Substantial prejudice to operation of immigration controls,Substantial prejudice to maintenance of security and good order in prisons,Substantial prejudice to the exercise by a public authority for any of its functions,Substantial prejudice to civil proceedings brought by an authority,Confidentiality of communications,Actionable breach of confidence,Court records,Court records: inquiry or arbitration,Personal data of the applicant,Third party personal data ,Personal census information,Deceased person's health record,Endangerment to health or safety,Environmental information ,Substantial prejudice to audit function,Communications with the Royal Family and honours,Material in course of completion,Internal Communications,Substantial prejudice to international relations public safety etc.,Substantial prejudice to course of justice etc.,Substantial prejudice to intellectual property rights,Substantial prejudice to confidentiality of proceedings,Substantial prejudice to confidentiality of commercial or industrial information ,Substantial prejudice to the interests of a third party,Substantial prejudice to the protection of the environment,Neither confirm nor deny whether environmental information held,Personal data of the applicant,Third party personal data,Neither confirm or deny whether personal data held
East Renfrewshire Council and Licensing Board,Strathclyde,Local Government,69,789,3,1,4,0,655,119,10,9,3,2,623,42,91,57,0,229,1,0,12,0,193,34,0,0,0,0,166,20,34,15,0,19,9,8,0,0,6,2,1,3,3,0,0,1,2,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,20,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
Falkirk Council,Central,Local Government,71,1216,11,7,14,2,1117,89,2,22,0,1,983,86,110,85,0,98,1,0,0,0,94,17,0,11,0,0,79,1,0,1,0,100,16,10,2,0,10,2,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,10,39,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falkirk Licensing Board,Central,Local Government,72,5,0,0,0,0,5,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fife Council and Licensing Board,Fife,Local Government,73,1298,7,1,0,0,1136,159,0,11,0,0,902,153,192,102,0,591,0,2,0,0,529,59,0,4,1,0,373,49,153,21,0,497,32,31,2,0,32,0,0,36,34,2,0,36,0,23,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,85,0,18,0,2,0,0,2,1,1,2,1,2,2,3,1,0,37,40,0
Fife Health Board,Fife,National Health Service,75,464,0,3,0,0,441,21,0,5,0,0,382,7,48,17,0,40,0,0,0,0,27,0,0,0,0,0,27,0,0,0,0,1391,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forth Valley College of Further and Higher Education,Central,Educational Institutions,78,22,0,0,0,0,21,1,0,0,0,0,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forth Valley Health Board,Central,National Health Service,79,557,1,5,0,0,489,62,0,73,0,0,363,2,115,61,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,2,9,9,0,0,5,3,0,0,0,0,0,0,0,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
General Teaching Council for Scotland,National,Others e.g. NDPBs,80,25,,,1,,15,2,,2,1,,7,2,,2,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glasgow Caledonian University,Strathclyde,Educational Institutions,81,236,7,2,0,0,228,7,0,2,1,1,153,4,58,10,0,5,0,2,0,0,5,0,0,0,0,0,2,0,0,0,0,47,1,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,1,0,4,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glasgow City Council,Strathclyde,Local Government,82,2442,10,29,12,0,2273,162,0,48,4,2,873,237,331,320,0,450,0,6,161,56,420,7,0,0,1,0,212,22,20,19,0,322,96,84,6,0,62,11,18,86,64,4,0,62,5,132,0,11,0,0,1,0,3,0,0,0,0,5,0,0,10,1,0,0,0,29,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,16,0,0,0,0,110,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City of Glasgow Licensing Board,Strathclyde,Local Government,83,27,,,,,26,1,,,,,6,3,1,11,,0,,,,,,,,,,,,,,6,,,1,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Glasgow School of Art,Strathclyde,Educational Institutions,85,44,0,1,0,0,39,6,0,0,0,0,36,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grampian Health Board,Grampian,National Health Service,86,581,0,5,0,0,397,177,2,143,0,0,244,0,252,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537,15,2,13,0,6,8,1,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Glasgow Health Board,Strathclyde,National Health Service,88,771,3,5,0,0,675,83,0,52,2,1,469,16,179,59,0,13,0,0,0,0,8,3,0,0,0,0,4,0,6,0,0,7386,18,13,4,0,10,7,0,1,0,1,0,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
Heriot-Watt University,Lothian and Borders,Educational Institutions,93,220,1,2,0,0,210,10,0,7,0,1,131,39,8,26,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Highland and Western Isles Valuation Joint Board,Highland and Islands,Local Government,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Highland Council and Licensing Board,Highland and Islands,Local Government,95,1005,6,7,0,0,893,113,0,9,0,0,807,24,94,67,0,441,1,3,0,0,368,72,1,1,0,0,381,7,28,21,0,14,21,20,1,0,13,4,4,16,15,1,0,12,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,14,0,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,0,3,0
Highland Health Board,Highland and Islands,National Health Service,97,478,1,5,1,0,386,80,2,21,4,0,413,2,18,12,0,209,1,2,1,0,76,17,0,1,0,0,76,0,2,2,0,8,14,6,0,0,14,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Highlands and Islands Enterprise,Highland and Islands,Others e.g. NDPBs,98,133,2,0,0,0,122,9,0,0,12,0,78,0,25,14,2,2,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Inverclyde Council,Strathclyde,Local Government,100,1121,8,7,3,0,1014,86,0,21,0,5,985,72,36,44,0,19,0,0,8,0,16,3,0,0,0,0,5,1,2,3,0,17,31,27,3,2,24,2,1,1,1,0,0,0,0,11,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,14,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Inverclyde Licensing Board,Strathclyde,Local Government,101,9,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inverness College,Highland and Islands,Educational Institutions,102,31,0,0,0,0,31,0,0,0,0,0,25,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keeper of the Registers of Scotland,National,Non Ministerial Officeholders,105,78,0,0,0,0,77,1,0,0,0,0,60,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,3,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lanarkshire Health Board,Strathclyde,National Health Service,108,593,0,7,0,0,558,25,0,33,0,0,230,103,249,27,0,4,0,0,0,0,4,0,0,0,0,0,2,0,2,0,0,,4,4,0,0,4,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,62,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lanarkshire Valuation Joint Board,Strathclyde,Local Government,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lews Castle College,Highland and Islands,Educational Institutions,112,25,0,0,0,0,20,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Local Government Boundary Commission for Scotland,National,Others e.g. NDPBs,113,8,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Lomond and The Trossachs National Park Authority,Strathclyde,Others e.g. NDPBs,114,37,1,1,1,0,37,0,0,0,0,0,22,0,9,5,0,15,1,0,0,0,13,1,0,2,0,0,5,0,8,0,0,2,0,0,0,0,1,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,0
Lothian Health Board,Lothian and Borders,National Health Service,115,715,1,13,0,0,444,245,10,115,0,0,374,5,204,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,15,12,3,1,12,3,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mental Welfare Commission for Scotland,National,Others e.g. NDPBs,118,7,2,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midlothian Council,Lothian and Borders,Local Government,119,987,0,0,1,1,919,54,10,1,0,0,955,0,0,4,0,13,0,0,0,0,11,2,0,0,0,0,12,0,0,0,0,30,3,2,1,0,3,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midlothian Licensing Board,Lothian and Borders,Local Government,120,4,0,0,0,0,4,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moray College,Grampian,Educational Institutions,121,22,0,0,0,0,21,2,0,0,2,2,18,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moray Council and Licensing Board,Grampian,Local Government,122,961,13,0,0,0,929,23,0,6,0,1,703,32,76,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,2,1,0,1,0,0,0,0,0,0,0,0,54,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edinburgh Napier University,Lothian and Borders,Educational Institutions,125,216,2,0,0,0,215,1,0,13,0,0,133,11,72,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,4,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newbattle Abbey College,Lothian and Borders,Educational Institutions,126,6,0,0,0,0,5,1,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS 24,National,National Health Service,127,48,1,0,0,0,43,5,0,0,0,0,26,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Education for Scotland,National,National Health Service,128,37,0,0,0,0,35,2,0,0,0,0,27,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS National Services Scotland,National,National Health Service,130,420,4,3,5,3,340,9,2,4,0,4,175,6,48,71,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17,6,6,0,0,5,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,0,0,8,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Ayrshire Council and Licensing Board,Ayrshire,Local Government,131,1263,26,9,1,0,1177,89,0,29,2,2,978,34,129,69,0,34,0,0,0,0,33,0,0,0,0,0,20,1,1,0,0,54,8,5,3,0,7,1,0,0,0,0,0,0,0,13,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Highland College,Highland and Islands,Educational Institutions,134,26,0,0,0,0,26,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Lanarkshire Council and Licensing Board,Strathclyde,Local Government,135,1199,15,3,1,0,1150,11,2,65,3,3,553,134,352,122,6,184,2,0,1,1,181,5,0,3,9,0,37,10,124,15,0,,20,15,2,0,14,2,1,5,3,2,0,4,1,94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,21,136,0,0,1,176,0,0,0,2,0,2,0,1,1,0,0,0,0,89,0
Office of the Scottish Charity Regulator,National,Non Ministerial Officeholders,139,75,1,2,0,0,68,0,0,0,0,1,18,0,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orkney and Shetland Valuation Joint Board and Assessor for Orkney and Shetland Valuation Joint Board,Highland and Islands,Local Government,140,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orkney Islands Council and Licensing Board,Highland and Islands,Local Government,141,954,12,1,0,0,860,49,26,5,0,0,796,34,80,19,0,15,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,11,9,9,0,1,4,3,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orkney Health Board,Highland and Islands,National Health Service,143,490,18,5,4,0,392,67,0,30,0,1,306,48,105,23,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,2,2,0,0,2,0,0,0,0,0,0,0,0,24,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parole Board for Scotland,National,Others e.g. NDPBs,144,17,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perth and Kinross Council and Licensing Board,Tayside,Local Government,145,1173,8,22,0,0,1134,40,0,28,0,0,667,198,357,150,6,208,0,0,2,0,136,7,0,3,0,0,101,30,134,8,0,22,34,7,0,0,20,4,0,7,6,1,0,4,3,79,3,1,0,0,1,0,0,0,0,0,0,0,0,2,48,0,0,0,0,0,30,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,16,0,0,0,114,0,0,2,1,0,0,1,2,2,1,0,2,11,3,1,0,0,35,0
Perth College,Tayside,Educational Institutions,147,34,1,0,0,0,33,1,0,0,0,0,25,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queen's and Lord Treasurer's Remembrancer,National,Non Ministerial Officeholders,149,4,,,,,3,,,,,,,1,1,2,,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queen's Printer for Scotland,National,Non Ministerial Officeholders,150,2,,,,,1,,,,,,1,,,1,,0,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queen Margaret University Edinburgh,Lothian and Borders,Educational Institutions,151,171,0,0,0,0,131,37,0,2,0,1,117,0,32,16,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
