AuthorityName,authority_id,Region,Sector,FOISA requests,FOISA closed - unclear,FOISA closed - withdrawn,FOISA fees notice,FOISA - fees paid,FOISA response on time,FOISA response late,FOISA - faliure to respond,FOISA refused - cost,FOISA - vexatious,FOISA - repeated,FOISA - full release,FOISA - none released,FOISA - some released,FOISA - none held ,FOISA - no confirm/deny,EIR requests,EIR closed - unclear ,EIR closed - withdrawn,EIRs fees notice,EIRs - fees paid,EIRs response on time,EIRs response late,EIRs - failure to respond,EIR timescale extended,EIRs refused - cost,EIRs - manifestly unreasonable,EIRs - full release,EIRs - none released ,EIRs - some released,EIRs - none held,EIRs - no confirm/deny,Subject Access Requests,FOISA reviews ,FOISA review - on time,FOISA review - late response,FOISA review - failure to respond,FOISA review - wholly/partially upheld,FOISA review - substituted decision,FOISA review - decision reached ,EIRs reviews,EIRs review - on time,EIRs review - late response ,EIRs review - failure to respond,EIR review - upheld,EIR review - not upheld,Otherwise accessible,Publication Scheme ,Disclosure prohibited: enactment ,Disclosure prohibited: EU obligation,Disclosure prohibited: Contempt of Court,Future publication: 12 weeks,Future publication: programme of research,Substantial prejudice to UK relations ,Formulation/development of government policy,Ministerial communications,Advice by Law Officers,Operation of Ministerial private office,Substantial prejudice to collective responsibility of Scottish Ministers,Substantial inhibition to free and frank provision of advice,Substantial inhibition to free and frank exchange of views,Substantial prejudice to effective conduct of public affairs,National security,Substantial prejudice to defence ,Substantial prejudice to international relations,Confidential information obtained from abroad,Trade secret,Substantial prejudice to commercial interests,Substantial prejudice to the economic interests of the UK,Substantial prejudice to the financial interests of a UK administration,Information held for the purposes of a criminal investigation,Information held for ongoing Fatal Accident Inquiry,Information held regarding cause of death,Information relating to the obtaining of information from confidential sources,Information held for purposes of civil proceedings arising out of investigations,Substantial prejudice to prevention or detection of crime,Substantial prejudice to apprehension or prosecution of offenders,Substantial prejudice to administration of justice,Substantial prejudice to assessment or collection of tax or duty,Substantial prejudice to operation of immigration controls,Substantial prejudice to maintenance of security and good order in prisons,Substantial prejudice to the exercise by a public authority for any of its functions,Substantial prejudice to civil proceedings brought by an authority,Confidentiality of communications,Actionable breach of confidence,Court records,Court records: inquiry or arbitration,Personal data of the applicant,Third party personal data ,Personal census information,Deceased person's health record,Endangerment to health or safety,Environmental information ,Substantial prejudice to audit function,Communications with the Royal Family and honours,Material in course of completion,Internal Communications,Substantial prejudice to international relations public safety etc.,Substantial prejudice to course of justice etc.,Substantial prejudice to intellectual property rights,Substantial prejudice to confidentiality of proceedings,Substantial prejudice to confidentiality of commercial or industrial information ,Substantial prejudice to the interests of a third party,Substantial prejudice to the protection of the environment,Neither confirm nor deny whether environmental information held,Personal data of the applicant,Third party personal data,Neither confirm or deny whether personal data held
Queen Margaret University Edinburgh,151,Lothian and Borders,Educational Institutions,249,10,1,0,0,184,51,1,0,0,0,179,5,38,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,
Renfrewshire Council,155,Strathclyde,Local Government,1677,6,3,1,0,1538,129,0,14,6,2,1036,232,314,154,0,61,0,0,0,0,53,8,0,0,0,0,29,14,5,16,7,96,35,33,2,0,15,9,10,0,0,0,0,0,0,86,0,2,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,44,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Renfrewshire Licensing Board,156,Strathclyde,Local Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renfrewshire Valuation Joint Board and Assessor for Renfrewshire Valuation Joint Board,157,Strathclyde,Local Government,12,0,0,0,0,9,0,0,0,0,0,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Gordon University,159,Grampian,Educational Institutions,250,5,4,2,2,244,5,0,1,0,0,130,32,46,55,0,10,0,0,0,0,10,0,0,0,0,0,8,0,1,1,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,19,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,28,,,,,,,,,,,,,,,,,,,
Royal Conservatoire of Scotland,161,Strathclyde,Educational Institutions,65,2,0,0,0,63,2,0,0,0,0,62,0,1,0,0,0,,,,,,,,,,,,,,,,53,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabhal Mor Ostaig,162,Highland and Islands,Educational Institutions,31,0,0,0,0,24,7,0,0,0,0,31,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Advisory Committee on Distinction Awards,163,National,National Health Service,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRUC,164,National,Educational Institutions,63,1,5,0,0,51,6,2,1,0,0,47,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
Scottish Ambulance Service Board,166,National,National Health Service,171,6,3,0,0,78,40,37,0,0,0,109,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,5,5,0,0,4,1,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scottish Borders Council and Licensing Board,167,Lothian and Borders,Local Government,836,15,4,0,0,704,140,0,17,0,0,445,67,271,119,1,511,6,6,0,0,467,33,0,1,15,0,266,14,186,43,0,76,21,14,1,0,2,6,0,24,17,1,0,10,14,53,2,14,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,1,85,0,0,0,0,0,0,2,0,1,0,0,0,5,1,1,0,1,103,0
Scottish Children's Reporter Administration,169,National,Others e.g. NDPBs,32,,1,4,,29,1,,1,,,18,8,1,3,,0,,,,,,1,,,,,,,2,,,63,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,8,,,,,,,,,,,,,,,,,,,,
Scottish Courts and Tribunals Service,170,National,Non Ministerial Officeholders,273,2,0,0,0,237,19,0,18,8,0,119,62,71,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,7,1,0,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,5,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Criminal Cases Review Commission,171,National,Others e.g. NDPBs,33,4,0,0,0,14,0,0,0,0,0,15,6,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Dental Practice Board,172,National,National Health Service,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Enterprise,173,National,Others e.g. NDPBs,91,0,6,0,0,76,9,0,0,0,0,38,0,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,2,3,0,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,8,9,,,,,,,17,,,,,,,,,,,,,,,,,19,,,,24,,,,,,,,,,,,,,,,,,,
Scottish Environment Protection Agency,174,National,Others e.g. NDPBs,36,0,0,0,0,34,0,0,0,0,0,14,0,10,0,0,540,18,8,3,2,483,31,16,10,1,0,170,17,257,37,1,18,3,0,2,0,1,1,2,42,32,8,0,24,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,488,0,0,15,12,5,26,2,3,29,13,0,1,5,149,1
Scottish Further and Higher Education Funding Council,176,National,Others e.g. NDPBs,44,0,2,0,0,44,1,0,0,0,0,15,3,19,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Scottish Information Commissioner,177,National,Others e.g. NDPBs,82,2,3,0,0,82,0,0,0,0,0,17,8,13,38,1,3,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,19,2,3,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Law Commission,178,National,Others e.g. NDPBs,11,0,0,0,0,11,0,0,0,0,0,9,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Legal Aid Board,179,National,Others e.g. NDPBs,83,1,1,0,0,76,4,0,1,0,0,49,5,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,,,,0,0,0,0,0,0,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,
Scottish Ministers (including most Government Agencies and Non-Ministerial Officeholders),180,National,Ministers/Parliament,3145,21,35,,,2709,261,109,246,16,13,1003,443,866,630,16,645,1,10,,,561,44,22,,,,275,50,195,88,0,54,297,248,48,1,234,26,23,36,28,7,1,22,6,62,,1,,,48,1,48,85,21,11,5,4,171,130,65,1,0,1,,1,108,0,5,1,,,8,,2,,,,,,,,42,9,,,25,420,2,22,7,6,0,3,36,41,0,1,0,1,23,11,1,0,5,63,0
Scottish Natural Heritage,181,National,Others e.g. NDPBs,19,0,0,0,0,14,0,0,0,1,0,11,0,5,0,0,193,0,1,0,0,156,22,1,45,4,0,53,7,104,11,0,1,4,3,1,0,1,0,0,12,9,4,0,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,8,5,1,3,0,0,5,27,12,0,11,91,0
Scottish Parliament,182,National,Ministers/Parliament,161,0,4,0,0,159,0,0,0,0,0,52,11,11,87,0,5,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,7,5,5,0,0,5,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,2,1,8,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Prison Service,184,National,Ministers/Parliament,548,10,13,0,0,521,49,5,8,91,11,208,33,144,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,31,4,0,27,5,3,0,0,0,0,0,0,16,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,6,6,,,,,,,,,,,,,,,,,,,
Scottish Public Services Ombudsman,186,National,Others e.g. NDPBs,142,2,0,0,0,133,3,0,2,0,0,7,101,6,16,0,16,0,0,0,0,16,1,0,0,1,0,0,17,0,0,0,96,5,5,0,0,4,,,1,1,0,0,1,0,9,1,93,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,72,12,,1,,,,,,,,,,17,,,,,9,,
Scottish Qualifications Authority,187,National,Others e.g. NDPBs,198,2,1,0,0,195,2,0,2,0,0,54,85,58,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,6,6,0,0,6,0,0,0,0,0,0,0,0,34,,,,,8,,,,,,,,2,,2,,,,,,5,,,,,,,,3,,,,,,,,,,,,40,39,,,,,,,,,,,,,,,,,,,
Scottish Social Services Council,188,National,Others e.g. NDPBs,157,0,4,0,0,140,1,0,2,71,0,61,75,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Sports Council,189,National,Others e.g. NDPBs,22,0,0,0,0,21,2,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Water,190,National,Others e.g. NDPBs,61,0,2,0,0,50,10,0,0,0,0,57,1,3,0,0,482,0,5,0,0,365,118,0,4,0,0,432,24,22,12,0,3,1,0,1,0,1,0,0,12,9,3,0,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,2,183,0
Shetland Islands Council (including Licensing Board and Transport Partnership),191,Highland and Islands,Local Government,1206,6,8,1,0,1115,52,1,0,0,0,1057,5,47,56,0,24,1,0,0,0,28,5,1,0,0,0,32,0,0,0,0,25,3,1,1,0,2,0,0,1,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,3,4,,,,10,,,1,,,,,,,,,,,,,,,,
Shetland Health Board,193,Highland and Islands,National Health Service,567,3,1,0,0,503,61,2,6,0,0,505,8,40,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,8,7,1,0,5,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,1,,,,,,,,,,,,,,,,
South Ayrshire Council and Licensing Board,194,Ayrshire,Local Government,1053,27,10,2,0,939,129,0,20,0,0,820,169,0,61,3,382,2,1,0,0,347,25,0,0,0,0,351,17,0,0,0,176,4,4,0,0,4,0,0,0,0,0,0,0,0,45,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Lanarkshire College,196,Strathclyde,Educational Institutions,39,0,0,0,0,31,3,0,0,0,0,26,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
South Lanarkshire Council,197,Strathclyde,Local Government,1417,27,2,0,0,1339,76,2,40,0,30,757,259,356,345,33,264,0,0,7,0,243,21,0,0,1,0,119,29,108,91,2,200,23,17,6,0,13,3,3,7,5,2,0,3,4,43,16,2,1,1,46,1,0,0,0,0,0,0,2,3,7,1,1,0,0,1,8,1,1,1,1,1,1,1,14,1,0,1,0,0,1,2,13,3,1,1,12,75,0,0,0,24,0,0,0,1,1,0,0,0,4,0,0,0,0,17,1
South Lanarkshire Licensing Board,198,Strathclyde,Local Government,5,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standards Commission for Scotland,200,National,Others e.g. NDPBs,4,0,0,0,0,4,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Hospitals Board For Scotland,201,National,National Health Service,30,0,0,0,0,25,2,0,0,0,0,12,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stirling Council and Licensing Board,202,Central,Local Government,1442,21,4,0,0,1273,103,4,43,0,1,783,294,292,266,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,97,21,18,1,0,9,9,1,0,0,0,0,0,0,94,0,1,0,0,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,9,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,9,0,0,0,6,41,0,0,1,4,0,0,0,1,0,0,0,1,1,1,0,0,1,3,0
Strathclyde Partnership for Transport,205,Strathclyde,Local Government,35,0,0,0,0,31,0,0,0,0,0,15,3,8,5,0,3,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,5,,,2,,,,,,,,,,,,,,,,
Tay Road Bridge Joint Board,207,Tayside,Local Government,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tayside Health Board,209,Tayside,National Health Service,826,8,6,0,0,602,222,31,24,0,0,336,0,265,127,6,9,0,0,0,0,5,3,0,1,0,0,4,0,1,0,0,,24,20,4,0,20,3,8,0,0,0,0,0,0,20,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,151,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
Tayside Valuation Joint Board,210,Tayside,Local Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Police Investigations and Review Commissioner,212,National,Others e.g. NDPBs,55,0,0,0,0,53,1,0,0,0,0,29,9,4,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,1,2,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
Scottish Legal Complaints Commission,213,National,Others e.g. NDPBs,44,0,0,0,0,44,0,0,0,0,1,17,9,9,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,11,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,,,,,,,,,
National Library of Scotland,215,National,Others e.g. NDPBs,23,1,,1,1,22,1,,,,,11,,9,3,,0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,
University of the Highlands and Islands,216,Highland and Islands,Educational Institutions,142,0,0,0,0,136,0,0,0,0,0,55,35,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Aberdeen,217,Grampian,Educational Institutions,424,13,8,0,0,391,37,9,11,0,0,185,11,146,52,1,2,0,0,0,0,4,0,0,0,0,1,0,0,2,1,0,12,13,10,2,0,9,2,0,1,2,1,0,0,2,22,,,,,,,,,,,,,,,1,,,,,,8,,,,,,,,3,,,,,,,,2,,,,4,27,,,2,4,,,,,,1,,,1,,,,,1,
University of Abertay Dundee,218,Tayside,Educational Institutions,244,2,1,2,2,238,2,0,3,0,1,72,12,119,32,0,7,0,0,0,0,6,1,0,1,0,0,4,0,3,1,0,7,1,1,0,0,1,,,0,,,,,,11,7,,,,,,,,,,,,,,1,,,,,,13,,,,,,,,1,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,1,
University of Dundee,219,Tayside,Educational Institutions,444,6,5,,,420,18,1,2,,8,208,16,165,39,5,0,,,,,,,,,,,,,,,,31,6,4,1,,3,1,1,,,,,,,18,,,,,,,,,,,,,,2,9,,,,,,19,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,
University of Edinburgh,220,Lothian and Borders,Educational Institutions,620,5,12,2,0,480,133,3,61,3,2,,42,,34,0,18,0,0,0,0,11,3,1,0,0,0,,0,,0,0,43,22,16,6,0,13,0,9,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Glasgow,221,Strathclyde,Educational Institutions,514,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,17,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of the West of Scotland,222,Strathclyde,Educational Institutions,258,2,3,5,1,242,11,0,5,0,0,208,1,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,3,0,0,1,2,0,0,0,0,0,0,0,9,,,,,3,,,,,,,,,,1,,,,,,8,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
University of St Andrews,223,Fife,Educational Institutions,469,12,8,0,0,414,10,0,21,0,7,90,34,237,57,5,15,0,1,0,0,13,0,0,0,0,0,6,0,7,0,0,11,1,1,0,0,1,0,0,0,0,0,0,0,0,13,52,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,58,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
University of Stirling,224,Central,Educational Institutions,302,15,2,0,0,286,0,0,3,0,2,227,16,29,13,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,15,3,3,0,0,3,0,0,0,0,0,0,0,0,8,,,,,2,,,,,,,,,,2,,,,,,11,,,,,,,,,,,,,,,,,2,,,1,19,,,1,,,,,,1,,,,,,,,,,
University of Strathclyde,225,Strathclyde,Educational Institutions,326,7,6,0,0,303,1,0,0,0,0,144,3,127,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,1,0,0,1,0,0,0,0,0,0,0,0,25,,,,,1,,,,,,,,1,,3,,,,,,6,,,,,,,,,,,,,,,,,1,,,,12,,,,1,,,,,,,,,,,,,,,
VisitScotland,226,National,Others e.g. NDPBs,28,0,0,0,0,25,3,0,3,0,0,16,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water Industry Commission for Scotland,227,National,Others e.g. NDPBs,9,0,0,0,0,9,0,0,0,,0,8,,0,1,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
