Quarter,Government body,Total requests received,Requests Processed,Requests on-hold or lapsed,Requests still being processed,Requests handled under EIRs,Total requests received (excluding on-hold and lapsed),20-day deadline met,Permitted extension to 20-day deadline,Late response (i.e. 20-day deadline missed),Percentage of requests meeting 20-day deadline,"Percentage of requests ""in time"" (i.e. meeting deadline or with permitted extension)",Total requests received (excluding on-hold and lapsed),Requests where advice and assistance provided,Requests where information not held,"Total ""resolvable"" requests",Initial Outcome Granted in full,Initial Outcome  Partially withheld,Initial Outcome  Fully withheld,Initial Outcome Response not yet provided,Percentage of resolvable requests granted in full,Percentage of resolvable requests withheld in full,Fully refused - vexatious,Fully refused - repeated,Fully refused - cost limit,Fully refused - exemption,S(22) - Information intended for future publication,S(22A) - Research intended for future publication,"S(23) - Information supplied by, or relating to, bodies dealing with security matters",S(24) - National security,S(26) - Defence,S(27) - International relations,S(28) - Relations within the United Kingdom,S(29) - The economy,S(30) - Investigations and proceedings conducted by public authorities,S(31) - Law enforcement,"S(32) - Court records, etc",S(33) - Audit functions,S(34) - Parliamentary privilege,"S(35) - Formulation of Government policy, etc",S(36) - Prejudice to effective conduct of public affairs,"S(37) - Communications with Her Majesty, etc and honours",S(38) - Health and Safety,S(39) - Environmental information,S(40) - Personal information,S(41) - Information provided in confidence,S(42) - Legal professional privilege,S(43) - Commercial interests,S(44) - Prohibitions on disclosure,3(a) - Exempt personal data,4(a) - Information not held,4(b) - Manifestly unreasonable,4(c) - Too general,4(d) - Work in progress / incomplete data,4(e) - Internal communications,"5(a) - Adverse effect on international relations, defence, national security, public safety",5(b) - Adverse effect on course of justice or conduct of enquiries,5(c) - Adverse effect on intellectual property rights,5(d) - Impinges on confidentiality of a public authority's work,5(e) - Impinges on confidentiality of commercial or industrial information,5(f) - Adverse effect on interests of person who provided the information,5(g) - Adverse effect on protection of environment to which information relates,Total exemptions and exceptions applied,Number of requests where an exemption was claimed,Total Section 21 exemptions used,S21 Partly Exempt,S21 Fully Exempt,S21 20-day deadline met,S21 Late response (i.e. 20-day deadline missed),S21 Percentage of requests meeting 20-day deadline,Total Internal Reviews,Internal Reviews with outcome known,IR number upheld in full,IR number upheld in part,IR number overturned,IR percentage upheld in full,ICO Total Complaints,ICO Complaints with known outcome,ICO Number upheld in full,ICO Number upheld in part,ICO Number overturned,ICO Percentage upheld in full,PIT Total Requests Extended,PIT Number Completed,PIT 5 or Less,PIT 6 to 10,PIT 11 to 15,PIT 16 to 20,PIT 21 to 30,PIT 31 to 40,PIT 41 to 60,PIT 61 to 80,PIT 81 to 100,PIT More than 100,IR Total Reviews Completed,IR 10 or less,IR 11 to 20,IR 21 to 40,IR 41 to 60,IR 61 to 80,IR 81 to 100,IR More than 100,PIT uncompleted prev year Total last year,PIT uncompleted prev year 5 or Less,PIT uncompleted prev year 6 to 10,PIT uncompleted prev year 11 to 15,PIT uncompleted prev year 16 to 20,PIT uncompleted prev year 21 to 30,PIT uncompleted prev year 31 to 40,PIT uncompleted prev year 41 to 60,PIT uncompleted prev year 61 to 80,PIT uncompleted prev year 81 to 100,PIT uncompleted prev year More than 100,IR uncompleted prev year Total last year,IR uncompleted prev year 10 or less,IR uncompleted prev year 11 to 20,IR uncompleted prev year 21 to 40,IR uncompleted prev year 41 to 60,IR uncompleted prev year 61 to 80,IR uncompleted prev year 81 to 100,IR uncompleted prev year More than 100
2010,Office for Standards in Education,1071,1071,0,0,0,1071,1058,3,10,98.78618114,99.06629318,1071,14,134,923,577,199,147,0,62.5135428,15.92632719,2,0,8,137,38,,0,0,7,0,0,0,0,9,0,16,0,1,3,0,8,0,247,28,1,26,0,0,-,0,0,0,0,0,0,0,0,0,0,0,384,336,-,-,-,-,-,-,16,16,13,1,2,81.25,3,3,2,0,1,66.66666667,3,3,1,1,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2010,Office of Fair Trading,537,537,0,0,0,537,514,0,23,95.716946,95.716946,537,81,25,431,129,80,222,0,29.93039443,51.50812065,0,1,7,214,1,,0,0,0,0,0,0,2,74,0,0,0,3,1,0,0,0,8,6,3,5,235,0,-,0,0,0,0,0,0,0,0,0,0,0,338,294,-,-,-,-,-,-,17,17,14,3,0,82.35294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2010,Office of Gas and Electricity Markets (OFGEM),151,151,0,0,2,151,132,7,12,87.41721854,92.05298013,151,21,26,104,71,22,11,0,68.26923077,10.57692308,0,0,4,7,1,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,15,10,0,-,0,0,0,0,0,0,0,0,0,0,0,30,29,-,-,-,-,-,-,3,3,2,1,0,66.66666667,0,0,0,0,0,0,7,7,3,3,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2010,Office of Rail Regulation,195,195,0,0,2,195,166,18,11,85.12820513,94.35897436,195,44,35,116,85,18,13,0,73.27586207,11.20689655,0,0,2,11,3,,0,0,0,0,0,0,10,1,1,0,0,8,0,0,0,0,2,0,0,0,4,0,-,0,0,0,0,0,0,0,0,0,0,0,29,29,-,-,-,-,-,-,4,4,2,2,0,50,1,1,1,0,0,100,18,18,2,3,4,9,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2010,Ordnance Survey,103,103,0,0,2,103,101,2,0,98.05825243,100,103,3,33,67,51,12,4,0,76.11940299,5.970149254,0,0,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,8,0,0,-,0,0,0,0,0,0,0,0,0,0,0,15,15,-,-,-,-,-,-,1,1,1,0,0,100,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2010,Royal Mint,21,21,0,0,0,21,15,0,6,71.42857143,71.42857143,21,0,0,21,19,2,0,0,90.47619048,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-,0,0,0,0,0,0,0,0,0,0,0,2,2,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2010,Rural Payments Agency,347,347,0,0,297,344,288,17,39,83.72093023,88.6627907,347,43,18,286,223,29,34,0,77.97202797,11.88811189,1,0,2,31,1,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,1,2,0,35,-,11,0,4,4,0,0,0,0,0,0,0,64,60,-,-,-,-,-,-,11,11,6,0,5,54.54545455,3,3,2,0,1,66.66666667,17,17,11,2,0,3,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2010,Serious Fraud Office,110,110,0,0,0,111,101,3,7,90.99099099,93.69369369,110,12,12,86,30,13,43,0,34.88372093,50,0,0,5,38,15,,0,0,0,0,0,0,10,16,1,0,0,0,1,0,0,0,11,5,0,4,0,0,-,0,0,0,0,0,0,0,0,0,0,0,63,51,-,-,-,-,-,-,12,12,12,0,0,100,1,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2010,Treasury Solicitor's Department,374,374,0,0,0,374,369,2,3,98.6631016,99.19786096,374,9,34,331,141,171,19,0,42.59818731,5.740181269,0,0,2,17,0,,0,0,0,2,0,0,2,15,4,0,0,3,3,0,1,0,122,57,6,25,0,0,-,0,0,0,0,0,0,0,0,0,0,0,240,188,-,-,-,-,-,-,10,10,5,1,4,50,6,5,2,2,1,40,2,2,0,1,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2010,Water Services Regulation Authority (OFWAT),83,83,0,0,2,83,79,0,4,95.18072289,95.18072289,83,10,8,65,58,1,6,0,89.23076923,9.230769231,0,0,0,6,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-,0,0,0,0,0,0,0,0,1,0,0,7,7,-,-,-,-,-,-,3,3,3,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,Attorney General's Office,29,29,0,0,0,29,28,1,0,96.55172414,100,29,0,15,14,10,3,1,0,71.42857143,7.142857143,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,4,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,Cabinet Office,303,251,0,52,0,303,189,43,71,62.37623762,76.56765677,303,28,65,210,55,29,74,52,26.19047619,35.23809524,0,0,33,41,18,,10,11,3,9,1,2,0,3,1,0,0,29,11,1,5,0,27,11,4,20,0,0,-,0,0,0,0,0,0,0,0,0,0,0,166,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,Department for Communities and Local Government,235,226,0,9,36,235,208,18,9,88.5106383,96.17021277,235,0,30,205,132,43,21,9,64.3902439,10.24390244,3,0,1,17,7,,0,0,0,1,0,0,0,1,0,0,0,13,3,0,0,0,14,4,3,5,0,4,-,1,1,1,2,0,2,0,0,4,4,0,70,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,"Department for Business, Innovation and Skills",280,271,0,9,1,280,232,28,20,82.85714286,92.85714286,280,19,83,178,95,39,35,9,53.37078652,19.66292135,0,1,11,23,10,,0,1,0,2,0,0,1,2,0,0,0,24,6,0,0,0,26,8,5,15,2,2,-,0,0,0,2,0,0,0,0,1,0,0,107,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,"Department for Culture, Media and Sport",158,151,0,7,13,158,145,9,4,91.7721519,97.46835443,158,13,18,127,92,24,4,7,72.44094488,3.149606299,0,0,3,1,4,,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,12,1,0,4,0,0,-,0,0,0,1,0,0,0,0,0,0,0,27,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,Department for Education,217,214,0,3,0,217,144,5,68,66.359447,68.66359447,217,15,16,186,134,16,33,3,72.04301075,17.74193548,1,0,14,18,11,,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,9,1,3,3,0,0,-,0,0,0,0,0,0,0,0,0,0,0,42,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,"Department for Environment, Food and Rural Affairs",139,137,0,2,38,139,122,8,9,87.76978417,93.52517986,139,3,13,123,76,29,16,2,61.78861789,13.00813008,0,0,5,11,4,,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0,0,4,1,1,1,0,6,-,0,0,4,8,0,0,0,1,0,1,0,40,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,Department for International Development,86,82,0,4,1,86,77,5,4,89.53488372,95.34883721,86,0,3,83,63,2,14,4,75.90361446,16.86746988,0,0,11,3,1,,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,3,0,0,2,0,0,-,0,0,0,0,0,0,0,0,0,0,0,11,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,Department for Transport,753,723,0,30,55,753,635,33,85,84.32934927,88.71181939,753,8,204,541,388,47,76,30,71.71903882,14.04805915,0,0,37,39,5,,1,2,0,2,0,1,1,13,0,0,0,10,10,2,3,0,24,1,3,13,7,2,-,1,1,2,10,2,2,0,0,4,3,0,125,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,Department for Work and Pensions,823,820,0,3,0,823,788,12,23,95.7472661,97.20534629,823,4,56,763,498,79,183,3,65.26867628,23.98427261,0,26,44,113,13,,0,0,0,0,0,0,20,2,1,0,0,4,3,0,0,0,120,4,1,24,1,0,-,0,0,0,0,0,0,0,0,0,0,0,193,192,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,Department of Energy and Climate Change,123,122,0,1,48,123,101,9,13,82.11382114,89.43089431,123,4,36,83,39,25,18,1,46.98795181,21.68674699,0,0,10,8,6,,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,9,2,0,4,0,10,-,7,2,1,10,9,1,0,0,2,0,0,68,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,Department of Health,526,523,0,3,0,526,522,4,0,99.23954373,100,526,11,121,394,280,22,89,3,71.06598985,22.58883249,1,0,46,42,14,,0,0,0,0,0,0,0,1,0,0,0,14,1,0,0,0,23,1,0,10,0,0,-,0,0,0,0,0,0,0,0,0,0,0,64,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,Export Credits Guarantee Department,12,12,0,0,0,12,8,0,4,66.66666667,66.66666667,12,0,0,12,6,4,2,0,50,16.66666667,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2,0,0,-,0,0,0,0,0,0,0,0,0,0,0,6,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,Foreign and Commonwealth Office,313,301,0,12,0,313,250,42,21,79.87220447,93.29073482,313,30,58,225,88,67,58,12,39.11111111,25.77777778,0,0,38,20,8,,13,7,0,37,0,0,0,0,0,0,0,10,2,0,1,0,35,4,1,5,0,0,-,0,0,0,0,0,0,0,0,0,0,0,123,87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,Government Equalities Office,32,30,0,2,0,32,24,3,5,75,84.375,32,0,1,31,19,6,4,2,61.29032258,12.90322581,0,0,1,3,3,,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,HM Treasury,435,404,0,31,0,435,386,39,10,88.73563218,97.70114943,435,82,105,248,125,23,69,31,50.40322581,27.82258065,0,0,17,52,20,,1,1,1,3,0,4,0,0,0,0,0,26,0,1,0,0,28,0,0,3,0,0,-,0,0,0,0,0,0,0,0,0,0,0,88,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,Home Office,826,810,0,16,0,826,674,67,85,81.59806295,89.7094431,826,150,152,524,285,97,126,16,54.38931298,24.04580153,5,2,69,50,14,,18,12,1,10,0,0,1,47,0,0,0,13,4,1,4,0,51,5,4,16,1,0,-,0,0,0,0,0,0,0,0,0,0,0,202,147,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,Ministry of Defence,767,661,0,106,0,767,477,71,219,62.19035202,71.44719687,767,13,102,652,408,36,102,106,62.57668712,15.64417178,0,0,52,50,11,,5,7,20,4,0,0,3,2,0,0,0,18,4,0,5,0,21,3,0,15,2,0,-,0,0,0,0,3,0,0,0,0,0,0,123,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,Ministry of Justice,707,690,0,17,1,707,615,8,84,86.98727016,88.11881188,707,70,110,527,164,99,247,17,31.11954459,46.86907021,0,6,196,45,22,,0,0,0,2,0,0,0,12,51,0,0,14,0,0,1,0,30,1,2,7,1,0,-,0,0,0,1,0,0,0,0,0,0,0,144,144,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,Northern Ireland Office,50,49,0,1,0,50,44,5,1,88,98,50,0,20,30,15,9,5,1,50,16.66666667,0,0,2,3,2,,1,1,0,2,0,0,0,0,0,0,0,1,2,0,1,0,6,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,16,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,Scotland Office,47,47,0,0,0,47,43,3,1,91.4893617,97.87234043,47,0,11,36,16,7,13,0,44.44444444,36.11111111,0,0,0,13,0,,0,0,0,0,2,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,20,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,Wales Office,37,35,0,2,0,37,31,5,1,83.78378378,97.2972973,37,3,13,21,17,0,2,2,80.95238095,9.523809524,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,Central Office of Information,13,13,0,0,0,13,13,0,0,100,100,13,0,1,12,10,0,2,0,83.33333333,16.66666667,0,0,0,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,Charity Commission,254,248,0,6,0,254,236,0,18,92.91338583,92.91338583,254,14,19,221,133,45,37,6,60.18099548,16.74208145,0,2,5,30,1,,0,0,0,0,0,0,0,22,4,1,0,0,0,0,0,0,47,4,4,3,0,0,-,0,0,0,0,0,0,0,0,0,0,0,86,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,Child Maintenance and Enforcement Commission,49,49,0,0,0,49,47,0,2,95.91836735,95.91836735,49,1,2,46,28,3,15,0,60.86956522,32.60869565,0,0,0,15,1,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,18,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,Crown Prosecution Service,107,102,0,5,1,107,97,8,2,90.65420561,98.13084112,107,11,18,78,48,6,19,5,61.53846154,24.35897436,0,0,8,11,0,,0,0,0,1,0,0,10,1,1,0,0,2,1,0,1,0,12,0,1,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,30,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,Debt Management Office,11,11,0,0,0,11,11,0,0,100,100,11,0,1,10,6,4,0,0,60,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,Food Standards Agency,33,33,0,0,0,33,29,3,1,87.87878788,96.96969697,33,1,6,26,8,12,6,0,30.76923077,23.07692308,0,0,2,4,2,,0,0,0,1,0,0,2,3,0,0,0,4,0,0,2,0,10,0,0,3,0,0,-,0,0,0,0,0,0,0,0,2,0,0,29,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,Health and Safety Executive,"1,617","1,581",0,36,54,"1,617","1,489",21,107,92.08410637,93.38280767,"1,617",59,506,"1,052",535,222,259,36,50.85551331,24.61977186,0,2,2,255,0,,0,0,0,0,0,0,181,12,2,0,0,0,0,0,0,0,252,25,3,6,1,0,-,0,0,0,0,0,0,0,0,0,0,0,482,477,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,HM Land Registry,41,40,1,0,1,40,40,0,0,100,100,40,3,3,34,32,2,0,0,94.11764706,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,HM Revenue and Customs,459,450,0,9,1,459,417,3,39,90.8496732,91.50326797,459,13,45,401,166,31,195,9,41.39650873,48.62842893,0,0,107,88,0,,1,0,0,1,0,1,0,11,0,0,0,4,0,0,1,0,23,2,2,2,87,0,-,0,0,0,0,0,0,0,0,0,0,0,135,119,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,National Archives,717,614,65,38,0,652,544,107,1,83.43558282,99.84662577,652,70,61,521,233,89,161,38,44.72168906,30.90211132,0,0,0,161,0,,21,0,0,8,0,0,0,5,1,0,0,1,2,1,17,0,218,20,0,1,0,0,-,0,0,0,0,0,0,0,0,0,0,0,295,250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,National Savings and Investments,22,22,0,0,0,22,21,0,1,95.45454545,95.45454545,22,0,0,22,15,0,7,0,68.18181818,31.81818182,0,0,2,5,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,0,-,0,0,0,0,0,0,0,0,0,0,0,6,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,Office for National Statistics,53,53,0,0,0,53,53,0,0,100,100,53,3,7,43,39,0,4,0,90.69767442,9.302325581,0,0,4,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q4 2010,Office for Standards in Education,238,238,0,0,0,238,238,0,0,100,100,238,7,33,198,133,39,26,0,67.17171717,13.13131313,1,0,0,25,8,,0,0,0,0,0,0,0,2,0,2,0,1,0,0,1,0,45,6,0,10,0,0,-,0,0,0,0,0,0,0,0,0,0,0,75,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
